plane_index,reads_count
444,5
445,3
446,3
447,4
448,5
449,1
450,4
451,3
452,4
453,3
454,4
455,5
456,5
457,4
458,4
459,5
460,7
461,4
462,7
463,5
464,4
465,5
466,5
467,4
468,5
469,4
470,4
471,9
472,5
473,4
474,6
475,5
476,7
477,9
478,9
479,5
480,4
481,7
482,4
483,4
484,4
485,3
486,4
487,3
488,4
489,4
490,4
491,4
492,3
493,4
494,5
495,3
496,5
497,5
498,3
499,4
500,4
501,7
502,6
503,7
504,5
505,7
506,7
507,8
508,8
509,5
510,4
511,3
512,3
513,3
514,4
515,4
516,5
517,3
518,5
519,4
520,6
521,4
522,5
523,6
524,5
525,7
526,5
527,3
528,4
529,4
530,4
531,3
532,3
533,3
534,5
535,5
536,5
537,4
538,6
539,7
540,5
541,6
542,5
543,4
544,6
545,6
546,5
547,6
548,6
549,4
550,4
551,5
552,3
553,3
554,2
555,1
556,3
557,2
558,3
559,4
560,5
561,5
562,4
563,5
564,4
565,3
566,3
567,3
568,4
569,4
570,5
571,5
572,8
573,7
574,6
575,5
576,6
577,7
578,6
579,5
580,4
581,3
582,3
583,5
584,5
585,5
586,4
587,4
588,5
589,6
590,7
591,3
592,4
593,3
594,3
595,4
596,4
597,4
598,7
599,4
600,4
601,5
602,5
603,5
604,5
605,4
606,6
607,5
608,4
609,2
610,3
611,3
612,3
613,5
614,3
615,7
616,7
617,5
618,9
619,5
620,3
621,2
622,2
623,2
624,3
625,6
626,4
627,7
628,4
629,1
630,2
631,3
632,6
633,6
634,5
635,9
636,7
637,2
638,2
639,3
640,4
641,3
642,2
643,3
644,4
645,6
646,5
647,5
648,6
649,3
650,4
651,5
652,5
653,5
654,4
655,3
656,5
657,4
658,5
659,5
660,5
661,5
662,6
663,6
664,5
665,7
666,5
667,6
668,6
669,4
670,5
671,4
672,8
673,3
674,1
675,3
676,5
677,7
678,6
679,3
680,6
681,3
682,3
683,1
684,6
685,6
686,7
687,2
688,2
689,3
690,4
691,6
692,5
693,4
694,2
695,4
696,7
697,6
698,6
699,4
700,5
701,4
702,4
703,3
704,1
705,4
706,3
707,4
708,3
709,3
710,3
711,4
712,3
713,4
714,4
715,3
716,6
717,6
718,4
719,4
720,4
721,3
722,5
723,6
724,6
725,9
726,4
727,5
728,2
729,2
730,4
731,5
732,5
733,4
734,7
735,6
736,4
737,6
738,7
739,6
740,5
741,4
742,3
743,7
744,9
745,7
746,6
747,5
748,5
749,2
750,2
751,2
752,2
753,5
754,5
755,3
756,2
757,5
758,7
759,6
760,2
761,2
762,3
763,4
764,4
765,5
766,4
767,5
768,6
769,4
770,3
771,4
772,1
773,4
774,3
775,4
776,3
777,8
778,3
779,3
780,4
781,5
782,4
783,4
784,2
785,3
786,5
787,6
788,5
789,4
790,5
791,5
792,4
793,5
794,7
795,5
796,3
797,5
798,9
799,7
800,3
801,4
802,3
803,7
804,4
805,1
806,3
807,3
808,5
809,6
810,5
811,5
812,4
813,5
814,3
815,4
816,5
817,5
818,6
819,7
820,5
821,4
822,7
823,3
824,2
825,5
826,7
827,5
828,5
829,6
830,4
831,6
832,7
833,6
834,4
835,3
836,3
837,3
838,6
839,5
840,6
841,5
842,5
843,3
844,4
845,5
846,4
847,3
848,4
849,7
850,6
851,7
852,4
853,4
854,2
855,4
856,5
857,4
858,3
859,8
860,6
861,1
862,2
863,5
864,4
865,4
866,4
867,6
868,5
869,2
870,4
871,4
872,6
873,4
874,5
875,5
876,4
877,6
878,7
879,7
880,6
881,7
882,4
883,6
884,5
885,3
886,3
887,5
888,4
889,5
890,3
891,3
892,3
893,4
894,4
895,4
896,5
897,5
898,4
899,7
900,8
901,5
902,2
903,4
904,4
905,2
906,3
907,3
908,4
909,2
910,6
911,9
912,9
913,7
914,5
915,3
916,3
917,4
918,5
919,8
920,6
921,4
922,6
923,6
924,5
925,8
926,5
927,5
928,6
929,4
930,4
931,4
932,4
933,6
934,4
935,4
936,5
937,5
938,7
939,7
940,6
941,7
942,7
943,4
944,5
945,5
946,6
947,7
948,5
949,7
950,4
951,4
952,3
953,3
954,3
955,1
956,4
957,2
958,3
959,3
960,6
961,3
962,4
963,4
964,4
965,4
966,2
967,2
968,4
969,4
970,4
971,4
972,4
973,6
974,5
975,4
976,3
977,3
978,2
979,6
980,6
981,7
982,6
983,7
984,9
985,7
986,5
987,4
988,7
989,7
990,3
991,5
992,5
993,5
994,6
995,4
996,3
997,5
998,3
999,2
1000,1
1001,1
1002,1
1003,1
1004,1
1005,3
1006,2
1007,1
1008,5
1009,7
1010,6
1011,5
1012,7
1013,8
1014,9
1015,7
1016,7
1017,6
1018,4
1019,5
1020,7
1021,7
1022,8
1023,7
1024,3
1025,3
1026,4
1027,5
1028,5
1029,6
1030,4
1031,3
1032,5
1033,5
1034,6
1035,5
1036,6
1037,4
1038,2
1039,3
1040,4
1041,5
1042,7
1043,4
1044,6
1045,5
1046,7
1047,6
1048,5
1049,6
1050,5
1051,4
1052,5
1053,3
1054,4
1055,3
1056,5
1057,3
1058,1
1059,2
1060,3
1061,2
1062,2
1063,4
1064,5
1065,4
1066,6
1067,7
1068,7
1069,6
1070,8
1071,9
1072,6
1073,6
1074,5
1075,5
1076,5
1077,7
1078,8
1079,5
1080,3
1081,4
1082,3
1083,3
1084,3
1085,4
1086,5
1087,3
1088,2
1089,1
1090,4
1091,4
1092,4
1093,3
1094,6
1095,4
1096,4
1097,5
1098,6
1099,6
1100,7
1101,6
1102,4
1103,4
1104,5
1105,4
1106,6
1107,6
1108,4
1109,4
1110,3
1111,4
1112,6
1113,5
1114,5
1115,8
1116,5
1117,4
1118,3
1119,6
1120,7
1121,6
1122,5
1123,5
1124,4
1125,4
1126,5
1127,6
1128,3
1129,4
1130,5
1131,3
1132,4
1133,4
1134,4
1135,4
1136,4
1137,4
1138,2
1139,2
1140,2
1141,4
1142,4
1143,6
1144,8
1145,5
1146,5
1147,7
1148,7
1149,5
1150,4
1151,6
1152,3
1153,5
1154,6
1155,6
1156,5
1157,3
1158,6
1159,6
1160,4
1161,5
1162,4
1163,4
1164,3
1165,2
1166,3
1167,5
1168,4
1169,4
1170,4
1171,4
1172,4
1173,5
1174,4
1175,3
1176,5
1177,6
1178,5
1179,6
1180,4
1181,3
1182,5
1183,4
1184,4
1185,5
1186,3
1187,3
1188,2
1189,2
1190,5
1191,4
1192,4
1193,5
1194,4
1195,4
1196,6
1197,6
1198,5
1199,5
1200,6
1201,7
1202,5
1203,5
1204,6
1205,6
1206,5
1207,4
1208,4
1209,4
1210,3
1211,5
1212,6
1213,4
1214,3
1215,3
1216,4
1217,4
1218,6
1219,5
1220,5
1221,6
1222,8
1223,5
1224,5
1225,6
1226,4
1227,3
1228,4
1229,4
1230,4
1231,8
1232,4
1233,3
1234,3
1235,4
1236,2
1237,4
1238,6
1239,7
1240,4
1241,4
1242,3
1243,3
1244,5
1245,5
1246,6
1247,5
1248,4
1249,5
1250,5
1251,4
1252,7
1253,6
1254,4
1255,8
1256,7
1257,8
1258,3
1259,3
1260,3
1261,3
1262,4
1263,6
1264,2
1265,5
1266,6
1267,5
1268,6
1269,7
1270,6
1271,3
1272,3
1273,3
1274,4
1275,3
1276,1
1277,4
1278,4
1279,5
1280,4
1281,5
1282,3
1283,3
1284,2
1285,2
1286,2
1287,3
1288,5
1289,5
1290,3
1291,3
1292,3
1293,5
1294,7
1295,7
1296,6
1297,6
1298,6
1299,5
1300,5
1301,5
1302,7
1303,7
1304,6
1305,6
1306,5
1307,5
1308,7
1309,7
1310,4
1311,4
1312,3
1313,3
1314,2
1315,3
1316,4
1317,4
1318,3
1319,3
1320,4
1321,5
1322,4
1323,5
1324,5
1325,5
1326,3
1327,5
1328,4
1329,5
1330,8
1331,8
1332,8
1333,7
1334,7
1335,3
1336,5
1337,5
1338,4
1339,5
1340,5
1341,4
1342,4
1343,5
1344,6
1345,2
1346,4
1347,7
1348,3
1349,4
1350,5
1351,6
1352,4
1353,7
1354,6
1355,6
1356,4
1357,6
1358,3
1359,3
1360,3
1361,4
1362,7
1363,5
1364,2
1365,3
1366,6
1367,7
1368,2
1369,6
1370,6
1371,3
1372,3
1373,1
1374,2
1375,7
1376,4
1377,5
1378,5
1379,5
1380,4
1381,6
1382,3
1383,5
1384,5
1385,5
1386,7
1387,5
1388,4
1389,4
1390,5
1391,6
1392,7
1393,2
1394,4
1395,4
1396,5
1397,4
1398,7
1399,5
1400,4
1401,6
1402,4
1403,6
1404,7
1405,3
1406,2
1407,4
1408,4
1409,4
1410,4
1411,3
1412,4
1413,5
1414,7
1415,8
1416,6
1417,6
1418,7
1419,4
1420,4
1421,6
1422,6
1423,5
1424,4
1425,4
1426,4
1427,6
1428,4
1429,3
1430,3
1431,3
1432,6
1433,5
1434,6
1435,4
1436,2
1437,3
1438,3
1439,5
1440,4
1441,3
1442,5
1443,3
1444,4
1445,4
1446,6
1447,4
1448,5
1449,6
1450,8
1451,4
1452,5
1453,4
1454,5
1455,3
1456,3
1457,5
1458,4
1459,4
1460,4
1461,4
1462,4
1463,4
1464,4
1465,4
1466,7
1467,6
1468,6
1469,3
1470,3
1471,4
1472,5
1473,5
1474,4
1475,3
1476,4
1477,4
1478,4
1479,3
1480,4
1481,6
1482,5
1483,4
1484,4
1485,3
1486,4
1487,4
1488,4
1489,5
1490,6
1491,5
1492,4
1493,5
1494,7
1495,5
1496,5
1497,6
1498,7
1499,5
1500,6
1501,7
1502,4
1503,5
1504,6
1505,4
1506,3
1507,2
1508,1
1509,2
1510,5
1511,4
1512,4
1513,4
1514,7
1515,4
1516,3
1517,4
1518,4
1519,4
1520,5
1521,5
1522,5
1523,5
1524,5
1525,5
1526,7
1527,7
1528,8
1529,7
1530,6
1531,4
1532,6
1533,6
1534,4
1535,3
1536,6
1537,5
1538,4
1539,4
1540,7
1541,6
1542,5
1543,4
1544,4
1545,4
1546,7
1547,6
1548,4
1549,5
1550,3
1551,2
1552,3
1553,2
1554,2
1555,4
1556,6
1557,4
1558,3
1559,4
1560,5
1561,6
1562,7
1563,5
1564,4
1565,4
1566,5
1567,5
1568,4
1569,4
1570,4
1571,4
1572,5
1573,5
1574,5
1575,4
1576,2
1577,3
1578,6
1579,4
1580,5
1581,6
1582,5
1583,6
1584,6
1585,6
1586,6
1587,5
1588,6
1589,6
1590,5
1591,2
1592,5
1593,6
1594,6
1595,5
1596,4
1597,4
1598,5
1599,5
1600,6
1601,6
1602,4
1603,6
1604,6
1605,4
1606,3
1607,4
1608,5
1609,5
1610,5
1611,6
1612,5
1613,3
1614,3
1615,3
1616,4
1617,3
1618,5
1619,7
1620,5
1621,8
1622,5
1623,3
1624,5
1625,7
1626,7
1627,4
1628,4
1629,6
1630,6
1631,4
1632,6
1633,4
1634,6
1635,3
1636,3
1637,8
1638,6
1639,8
1640,7
1641,4
1642,3
1643,3
1644,4
1645,4
1646,6
1647,4
1648,4
1649,5
1650,5
1651,5
1652,4
1653,2
1654,3
1655,3
1656,5
1657,6
1658,8
1659,7
1660,3
1661,3
1662,4
1663,5
1664,2
1665,2
1666,5
1667,2
1668,2
1669,4
1670,5
1671,3
1672,6
1673,7
1674,6
1675,4
1676,2
1677,2
1678,4
1679,5
1680,7
1681,8
1682,6
1683,6
1684,5
1685,6
1686,8
1687,5
1688,6
1689,6
1690,4
1691,6
1692,6
1693,5
1694,3
1695,4
1696,6
1697,7
1698,4
1699,4
1700,5
1701,3
1702,4
1703,5
1704,3
1705,3
1706,4
1707,6
1708,5
1709,6
1710,5
1711,5
1712,5
1713,4
1714,4
1715,4
1716,5
1717,5
1718,5
1719,5
1720,5
1721,5
1722,7
1723,5
1724,5
1725,3
1726,4
1727,4
1728,4
1729,3
1730,4
1731,3
1732,4
1733,4
1734,6
1735,7
1736,5
1737,5
1738,3
1739,3
1740,3
1741,4
1742,5
1743,5
1744,7
1745,7
1746,7
1747,6
1748,5
1749,5
1750,3
1751,5
1752,4
1753,3
1754,4
1755,2
1756,4
1757,5
1758,4
1759,2
1760,4
1761,5
1762,7
1763,2
1764,4
1765,3
1766,3
1767,3
1768,2
1769,5
1770,8
1771,4
1772,2
1773,8
1774,7
1775,5
1776,6
1777,3
1778,3
1779,4
1780,5
1781,5
1782,6
1783,5
1784,5
1785,4
1786,5
1787,6
1788,6
1789,7
1790,6
1791,3
1792,3
1793,3
1794,3
1795,5
1796,4
1797,4
1798,4
1799,3
1800,3
1801,3
1802,5
1803,6
1804,5
1805,6
1806,3
1807,6
1808,4
1809,5
1810,6
1811,7
1812,6
1813,6
1814,4
1815,3
1816,1
1817,4
1818,6
1819,6
1820,8
1821,6
1822,3
1823,4
1824,2
1825,4
1826,5
1827,7
1828,7
1829,5
1830,6
1831,7
1832,5
1833,5
1834,7
1835,4
1836,4
1837,4
1838,4
1839,6
1840,6
1841,4
1842,4
1843,6
1844,3
1845,3
1846,4
1847,3
1848,5
1849,4
1850,3
1851,6
1852,5
1853,7
1854,5
1855,3
1856,5
1857,4
1858,3
1859,3
1860,3
1861,2
1862,2
1863,6
1864,3
1865,3
1866,5
1867,4
1868,4
1869,5
1870,7
1871,6
1872,6
1873,6
1874,6
1875,6
1876,7
1877,6
1878,4
1879,5
1880,6
1881,8
1882,6
1883,5
1884,4
1885,5
1886,6
1887,6
1888,8
1889,5
1890,5
1891,7
1892,4
1893,4
1894,4
1895,5
1896,5
1897,7
1898,5
1899,3
1900,2
1901,3
1902,5
1903,4
1904,6
1905,4
1906,3
1907,6
1908,9
1909,8
1910,8
1911,5
1912,3
1913,3
1914,3
1915,2
1916,5
1917,5
1918,2
1919,5
1920,7
1921,5
1922,4
1923,3
1924,3
1925,3
1926,3
1927,3
1928,3
1929,5
1930,3
1931,2
1932,4
1933,1
1934,3
1935,2
1936,2
1937,4
1938,5
1939,5
1940,4
1941,4
1942,5
1943,4
1944,7
1945,8
1946,7
1947,10
1948,9
1949,8
1950,6
1951,6
1952,6
1953,5
1954,5
1955,6
1956,6
1957,7
1958,6
1959,5
1960,5
1961,5
1962,4
1963,3
1964,4
1965,5
1966,4
1967,4
1968,4
1969,4
1970,5
1971,5
1972,5
1973,4
1974,3
1975,4
1976,5
1977,4
1978,5
1979,5
1980,4
1981,4
1982,7
1983,6
1984,7
1985,6
1986,6
1987,5
1988,8
1989,4
1990,5
1991,5
1992,5
1993,5
1994,3
1995,3
1996,4
1997,4
1998,5
1999,6
2000,5
2001,3
2002,3
2003,4
2004,3
2005,4
2006,4
2007,4
2008,3
2009,3
2010,4
2011,4
2012,4
2013,5
2014,6
2015,6
2016,6
2017,5
2018,2
2019,3
2020,3
2021,4
2022,3
2023,4
2024,4
2025,6
2026,4
2027,2
2028,3
2029,4
2030,4
2031,4
2032,3
2033,5
2034,5
2035,6
2036,7
2037,5
2038,8
2039,8
2040,7
2041,7
2042,4
2043,3
2044,3
2045,4
2046,5
2047,5
2048,4
2049,5
2050,5
2051,4
2052,4
2053,3
2054,2
2055,3
2056,4
2057,3
2058,2
2059,4
2060,5
2061,4
2062,4
2063,5
2064,4
2065,5
2066,9
2067,8
2068,7
2069,4
2070,5
2071,4
2072,5
2073,7
2074,4
2075,4
2076,5
2077,6
2078,6
2079,5
2080,5
2081,5
2082,6
2083,7
2084,7
2085,8
2086,5
2087,5
2088,4
2089,3
2090,4
2091,3
2092,5
2093,5
2094,4
2095,3
2096,4
2097,4
2098,3
2099,3
2100,5
2101,4
2102,5
2103,5
2104,6
2105,4
2106,6
2107,6
2108,3
2109,3
2110,4
2111,5
2112,5
2113,4
2114,5
2115,5
2116,1
2117,1
2118,4
2119,4
2120,3
2121,5
2122,9
2123,8
2124,3
2125,5
2126,4
2127,5
2128,6
2129,3
2130,4
2131,6
2132,3
2133,3
2134,7
2135,8
2136,5
2137,5
2138,4
2139,4
2140,6
2141,5
2142,6
2143,5
2144,4
2145,7
2146,7
2147,8
2148,8
2149,8
2150,8
2151,4
2152,3
2153,5
2154,3
2155,3
2156,2
2157,7
2158,2
2159,4
2160,6
2161,7
2162,6
2163,2
2164,2
2165,2
2166,2
2167,1
2168,2
2169,3
2170,4
2171,5
2172,5
2173,6
2174,10
2175,5
2176,3
2177,3
2178,4
2179,4
2180,3
2181,3
2182,4
2183,6
2184,6
2185,7
2186,6
2187,4
2188,5
2189,7
2190,5
2191,5
2192,4
2193,6
2194,5
2195,6
2196,5
2197,5
2198,6
2199,5
2200,4
2201,5
2202,5
2203,6
2204,4
2205,4
2206,4
2207,5
2208,3
2209,6
2210,5
2211,5
2212,6
2213,7
2214,6
2215,7
2216,6
2217,6
2218,7
2219,3
2220,6
2221,5
2222,6
2223,5
2224,5
2225,4
2226,3
2227,3
2228,1
2229,1
2230,3
2231,5
2232,5
2233,3
2234,3
2235,6
2236,4
2237,4
2238,3
2239,3
2240,5
2241,4
2242,5
2243,7
2244,7
2245,7
2246,6
2247,4
2248,4
2249,5
2250,6
2251,4
2252,4
2253,4
2254,5
2255,4
2256,4
2257,2
2258,3
2259,2
2260,2
2261,6
2262,3
2263,6
2264,4
2265,5
2266,5
2267,6
2268,4
2269,8
2270,6
2271,4
2272,3
2273,3
2274,3
2275,5
2276,4
2277,4
2278,1
2279,4
2280,3
2281,3
2282,2
2283,5
2284,6
2285,6
2286,5
2287,5
2288,3
2289,6
2290,6
2291,8
2292,6
2293,6
2294,6
2295,2
2296,2
2297,5
2298,9
2299,5
2300,7
2301,5
2302,7
2303,2
2304,5
2305,5
2306,7
2307,9
2308,8
2309,8
2310,8
2311,5
2312,3
2313,3
2314,4
2315,2
2316,4
2317,3
2318,2
2319,4
2320,3
2321,5
2322,5
2323,3
2324,2
2325,5
2326,5
2327,4
2328,3
2329,2
2330,8
2331,5
2332,5
2333,5
2334,4
2335,3
2336,5
2337,4
2338,5
2339,6
2340,5
2341,7
2342,5
2343,4
2344,3
2345,5
2346,6
2347,5
2348,6
2349,6
2350,6
2351,5
2352,5
2353,5
2354,5
2355,6
2356,3
2357,4
2358,5
2359,4
2360,3
2361,3
2362,4
2363,3
2364,3
2365,2
2366,4
2367,4
2368,4
2369,7
2370,8
2371,7
2372,4
2373,2
2374,4
2375,4
2376,6
2377,6
2378,3
2379,6
2380,7
2381,5
2382,4
2383,6
2384,6
2385,4
2386,6
2387,2
2388,4
2389,5
2390,5
2391,6
2392,6
2393,4
2394,4
2395,7
2396,6
2397,5
2398,4
2399,3
2400,4
2401,5
2402,8
2403,4
2404,5
2405,2
2406,1
2407,5
2408,5
2409,6
2410,7
2411,5
2412,3
2413,4
2414,3
2415,5
2416,5
2417,4
2418,3
2419,4
2420,5
2421,7
2422,6
2423,4
2424,3
2425,3
2426,3
2427,4
2428,3
2429,5
2430,5
2431,5
2432,4
2433,2
2434,2
2435,4
2436,5
2437,7
2438,5
2439,3
2440,5
2441,7
2442,6
2443,6
2444,6
2445,4
2446,4
2447,4
2448,4
2449,4
2450,5
2451,5
2452,4
2453,3
2454,3
2455,3
2456,5
2457,7
2458,6
2459,6
2460,5
2461,4
2462,4
2463,6
2464,4
2465,4
2466,3
2467,4
2468,5
2469,4
2470,4
2471,6
2472,6
2473,6
2474,4
2475,6
2476,6
2477,7
2478,6
2479,7
2480,6
2481,5
2482,4
2483,5
2484,6
2485,5
2486,5
2487,5
2488,4
2489,3
2490,4
2491,3
2492,2
2493,2
2494,4
2495,4
2496,3
2497,6
2498,4
2499,3
2500,3
2501,4
2502,4
2503,5
2504,2
2505,1
2506,3
2507,5
2508,5
2509,6
2510,4
2511,1
2512,3
2513,3
2514,5
2515,6
2516,5
2517,5
2518,6
2519,6
2520,9
2521,7
2522,8
2523,6
2524,3
2525,5
2526,7
2527,4
2528,6
2529,7
2530,6
2531,7
2532,5
2533,3
2534,4
2535,4
2536,4
2537,5
2538,3
2539,6
2540,5
2541,6
2542,2
2543,0
2544,2
2545,2
2546,2
2547,4
2548,6
2549,6
2550,4
2551,5
2552,6
2553,3
2554,4
2555,6
2556,6
2557,7
2558,6
2559,4
2560,5
2561,7
2562,8
2563,9
2564,7
2565,7
2566,5
2567,7
2568,6
2569,5
2570,3
2571,3
2572,1
2573,5
2574,5
2575,4
2576,3
2577,3
2578,5
2579,4
2580,2
2581,1
2582,3
2583,7
2584,2
2585,6
2586,3
2587,4
2588,4
2589,4
2590,4
2591,3
2592,4
2593,5
2594,6
2595,2
2596,3
2597,2
2598,2
2599,3
2600,3
2601,1
2602,3
2603,5
2604,5
2605,3
2606,7
2607,6
2608,3
2609,3
2610,7
2611,4
2612,5
2613,7
2614,2
2615,3
2616,4
2617,6
2618,5
2619,5
2620,2
2621,4
2622,6
2623,5
2624,5
2625,5
2626,5
2627,4
2628,5
2629,3
2630,5
2631,6
2632,3
2633,3
2634,2
2635,3
2636,2
2637,2
2638,4
2639,5
2640,4
2641,5
2642,6
2643,7
2644,7
2645,6
2646,6
2647,6
2648,4
2649,6
2650,6
2651,6
2652,6
2653,7
2654,6
2655,8
2656,3
2657,5
2658,6
2659,4
2660,6
2661,4
2662,6
2663,8
2664,3
2665,3
2666,6
2667,6
2668,6
2669,6
2670,9
2671,6
2672,2
2673,3
2674,5
2675,5
2676,5
2677,7
2678,7
2679,4
2680,4
2681,5
2682,3
2683,4
2684,4
2685,3
2686,4
2687,3
2688,7
2689,9
2690,9
2691,9
2692,4
2693,5
2694,4
2695,5
2696,8
2697,6
2698,4
2699,3
2700,2
2701,4
2702,4
2703,4
2704,4
2705,1
2706,2
2707,5
2708,3
2709,3
2710,4
2711,2
2712,3
2713,5
2714,5
2715,4
2716,3
2717,5
2718,6
2719,4
2720,4
2721,5
2722,5
2723,2
2724,5
2725,4
2726,3
2727,3
2728,3
2729,1
2730,1
2731,2
2732,3
2733,3
2734,4
2735,5
2736,4
2737,4
2738,4
2739,4
2740,7
2741,7
2742,5
2743,7
2744,8
2745,8
2746,6
2747,6
2748,7
2749,5
2750,5
2751,4
2752,1
2753,3
2754,5
2755,3
2756,4
2757,4
2758,3
2759,5
2760,2
2761,2
2762,4
2763,4
2764,5
2765,3
2766,3
2767,5
2768,7
2769,6
2770,8
2771,7
2772,6
2773,5
2774,8
2775,8
2776,6
2777,5
2778,4
2779,3
2780,6
2781,6
2782,4
2783,2
2784,3
2785,2
2786,3
2787,4
2788,4
2789,2
2790,3
2791,3
2792,3
2793,4
2794,5
2795,4
2796,2
2797,5
2798,7
2799,6
2800,5
2801,8
2802,8
2803,6
2804,4
2805,4
2806,5
2807,5
2808,5
2809,8
2810,5
2811,4
2812,5
2813,5
2814,4
2815,4
2816,5
2817,6
2818,6
2819,5
2820,6
2821,5
2822,3
2823,3
2824,3
2825,3
2826,3
2827,3
2828,6
2829,4
2830,5
2831,6
2832,5
2833,4
2834,6
2835,6
2836,4
2837,5
2838,4
2839,2
2840,4
2841,4
2842,3
2843,5
2844,3
2845,5
2846,6
2847,7
2848,5
2849,4
2850,6
2851,9
2852,8
2853,6
2854,9
2855,6
2856,5
2857,3
2858,3
2859,4
2860,4
2861,3
2862,3
2863,2
2864,3
2865,5
2866,4
2867,3
2868,2
2869,3
2870,3
2871,5
2872,2
2873,4
2874,3
2875,2
2876,5
2877,5
2878,5
2879,5
2880,5
2881,5
2882,5
2883,5
2884,3
2885,1
2886,4
2887,4
2888,4
2889,5
2890,4
2891,4
2892,6
2893,5
2894,5
2895,5
2896,6
2897,6
2898,8
2899,4
2900,6
2901,5
2902,3
2903,8
2904,9
2905,4
2906,4
2907,4
2908,3
2909,4
2910,4
2911,5
2912,2
2913,6
2914,5
2915,4
2916,3
2917,3
2918,3
2919,3
2920,5
2921,3
2922,5
2923,4
2924,5
2925,8
2926,5
2927,5
2928,6
2929,5
2930,5
2931,4
2932,4
2933,4
2934,2
2935,3
2936,6
2937,6
2938,7
2939,9
2940,5
2941,5
2942,3
2943,3
2944,8
2945,6
2946,3
2947,5
2948,5
2949,6
2950,5
2951,2
2952,3
2953,5
2954,5
2955,4
2956,5
2957,5
2958,4
2959,5
2960,4
2961,4
2962,2
2963,3
2964,4
2965,5
2966,3
2967,4
2968,4
2969,4
2970,5
2971,6
2972,6
2973,4
2974,5
2975,6
2976,5
2977,7
2978,5
2979,5
2980,4
2981,6
2982,6
2983,3
2984,5
2985,4
2986,2
2987,7
2988,6
2989,4
2990,3
2991,4
2992,4
2993,2
2994,3
