layer_idx,step_idx,head_idx,plane_idx,reads_count
3,0,6,18,13
3,0,6,19,14
3,0,6,20,12
3,0,6,21,13
3,0,6,22,10
3,0,6,23,14
3,0,6,24,14
3,0,6,25,11
3,0,6,26,12
3,0,6,27,11
3,0,6,28,12
3,0,6,29,14
3,0,6,30,11
3,0,6,31,11
3,0,7,0,15
3,0,7,1,15
3,0,7,2,13
3,0,7,3,12
3,0,7,4,11
3,0,7,5,9
3,0,7,6,8
3,0,7,7,6
3,0,7,8,8
3,0,7,9,7
3,0,7,10,6
3,0,7,11,5
3,0,7,12,6
3,0,7,13,8
3,0,7,14,9
3,0,7,15,7
3,0,7,16,8
3,0,7,17,11
3,0,7,18,14
3,0,7,19,11
3,0,7,20,12
3,0,7,21,15
3,0,7,22,16
3,0,7,23,14
3,0,7,24,17
3,0,7,25,19
3,0,7,26,17
3,0,7,27,15
3,0,7,28,19
3,0,7,29,15
3,0,7,30,14
3,0,7,31,16
4,0,0,0,14
4,0,0,1,14
4,0,0,2,11
4,0,0,3,12
4,0,0,4,14
4,0,0,5,12
4,0,0,6,11
4,0,0,7,11
4,0,0,8,12
4,0,0,9,14
4,0,0,10,9
4,0,0,11,9
4,0,0,12,9
4,0,0,13,12
4,0,0,14,13
4,0,0,15,8
4,0,0,16,9
4,0,0,17,10
4,0,0,18,10
4,0,0,19,13
4,0,0,20,10
4,0,0,21,10
4,0,0,22,12
4,0,0,23,12
4,0,0,24,13
4,0,0,25,13
4,0,0,26,12
4,0,0,27,14
4,0,0,28,11
4,0,0,29,11
4,0,0,30,12
4,0,0,31,11
4,0,1,0,6
4,0,1,1,6
4,0,1,2,5
4,0,1,3,6
4,0,1,4,7
4,0,1,5,6
4,0,1,6,8
4,0,1,7,11
4,0,1,8,11
4,0,1,9,13
4,0,1,10,12
4,0,1,11,15
4,0,1,12,14
4,0,1,13,12
4,0,1,14,19
4,0,1,15,18
4,0,1,16,19
4,0,1,17,17
4,0,1,18,17
4,0,1,19,15
4,0,1,20,12
4,0,1,21,12
4,0,1,22,13
4,0,1,23,18
4,0,1,24,14
4,0,1,25,11
4,0,1,26,10
4,0,1,27,11
4,0,1,28,13
4,0,1,29,9
4,0,1,30,9
4,0,1,31,7
4,0,2,0,10
4,0,2,1,10
4,0,2,2,10
4,0,2,3,11
4,0,2,4,14
4,0,2,5,13
4,0,2,6,11
4,0,2,7,12
4,0,2,8,11
4,0,2,9,11
4,0,2,10,12
4,0,2,11,11
4,0,2,12,12
4,0,2,13,12
4,0,2,14,11
4,0,2,15,12
4,0,2,16,12
4,0,2,17,12
4,0,2,18,13
4,0,2,19,12
4,0,2,20,12
4,0,2,21,13
4,0,2,22,13
4,0,2,23,10
4,0,2,24,12
4,0,2,25,12
4,0,2,26,12
4,0,2,27,13
4,0,2,28,16
4,0,2,29,12
4,0,2,30,12
4,0,2,31,11
4,0,3,0,10
