layer_idx,step_idx,head_idx,plane_idx,reads_count
0,0,4,9,6
0,0,4,10,8
0,0,4,11,7
0,0,4,12,6
0,0,4,13,8
0,0,4,14,7
0,0,4,15,4
0,0,4,16,5
0,0,4,17,4
0,0,4,18,4
0,0,4,19,7
0,0,4,20,7
0,0,4,21,3
0,0,4,22,4
0,0,4,23,8
0,0,4,24,4
0,0,4,25,5
0,0,4,26,9
0,0,4,27,8
0,0,4,28,6
0,0,4,29,7
0,0,4,30,5
0,0,4,31,5
0,0,5,0,8
0,0,5,1,7
0,0,5,2,8
0,0,5,3,6
0,0,5,4,8
0,0,5,5,8
0,0,5,6,6
0,0,5,7,6
0,0,5,8,8
0,0,5,9,8
0,0,5,10,7
0,0,5,11,7
0,0,5,12,4
0,0,5,13,7
0,0,5,14,7
0,0,5,15,5
0,0,5,16,2
0,0,5,17,4
0,0,5,18,5
0,0,5,19,5
0,0,5,20,3
0,0,5,21,7
0,0,5,22,4
0,0,5,23,2
0,0,5,24,4
0,0,5,25,7
0,0,5,26,7
0,0,5,27,6
0,0,5,28,3
0,0,5,29,6
0,0,5,30,10
0,0,5,31,9
0,0,6,0,6
0,0,6,1,4
0,0,6,2,9
0,0,6,3,9
0,0,6,4,4
0,0,6,5,9
0,0,6,6,9
0,0,6,7,7
0,0,6,8,10
0,0,6,9,11
0,0,6,10,8
0,0,6,11,10
0,0,6,12,9
0,0,6,13,8
0,0,6,14,8
0,0,6,15,9
0,0,6,16,8
0,0,6,17,5
0,0,6,18,6
0,0,6,19,6
0,0,6,20,3
0,0,6,21,4
0,0,6,22,7
0,0,6,23,4
0,0,6,24,4
0,0,6,25,4
0,0,6,26,4
0,0,6,27,7
0,0,6,28,6
0,0,6,29,4
0,0,6,30,6
0,0,6,31,7
0,0,7,0,7
0,0,7,1,2
0,0,7,2,2
0,0,7,3,7
0,0,7,4,9
0,0,7,5,7
0,0,7,6,8
0,0,7,7,9
0,0,7,8,14
0,0,7,9,7
0,0,7,10,4
0,0,7,11,5
0,0,7,12,7
0,0,7,13,7
0,0,7,14,6
0,0,7,15,3
0,0,7,16,4
0,0,7,17,6
0,0,7,18,11
0,0,7,19,11
0,0,7,20,11
0,0,7,21,1
0,0,7,22,5
0,0,7,23,5
0,0,7,24,4
0,0,7,25,6
0,0,7,26,6
0,0,7,27,7
0,0,7,28,5
0,0,7,29,4
0,0,7,30,5
0,0,7,31,7
1,0,0,0,8
1,0,0,1,7
1,0,0,2,5
1,0,0,3,6
1,0,0,4,7
1,0,0,5,3
1,0,0,6,5
1,0,0,7,5
1,0,0,8,5
1,0,0,9,8
1,0,0,10,9
1,0,0,11,7
1,0,0,12,7
1,0,0,13,5
1,0,0,14,4
1,0,0,15,1
1,0,0,16,5
1,0,0,17,8
1,0,0,18,6
1,0,0,19,6
1,0,0,20,4
1,0,0,21,2
1,0,0,22,6
1,0,0,23,5
1,0,0,24,5
1,0,0,25,4
1,0,0,26,6
1,0,0,27,6
1,0,0,28,9
1,0,0,29,6
1,0,0,30,4
1,0,0,31,8
1,0,1,0,6
1,0,1,1,4
1,0,1,2,4
1,0,1,3,4
1,0,1,4,5
1,0,1,5,9
1,0,1,6,9
1,0,1,7,9
1,0,1,8,7
1,0,1,9,4
1,0,1,10,6
1,0,1,11,4
1,0,1,12,4
1,0,1,13,4
1,0,1,14,8
1,0,1,15,8
1,0,1,16,6
1,0,1,17,6
1,0,1,18,6
1,0,1,19,10
1,0,1,20,6
1,0,1,21,2
1,0,1,22,5
1,0,1,23,5
1,0,1,24,6
1,0,1,25,7
1,0,1,26,6
1,0,1,27,4
1,0,1,28,6
1,0,1,29,8
1,0,1,30,7
1,0,1,31,7
1,0,2,0,5
1,0,2,1,4
1,0,2,2,5
1,0,2,3,6
1,0,2,4,6
1,0,2,5,5
1,0,2,6,7
1,0,2,7,6
1,0,2,8,7
1,0,2,9,5
1,0,2,10,5
1,0,2,11,9
1,0,2,12,7
1,0,2,13,5
1,0,2,14,5
1,0,2,15,7
1,0,2,16,6
1,0,2,17,8
1,0,2,18,8
1,0,2,19,7
1,0,2,20,4
1,0,2,21,5
1,0,2,22,7
1,0,2,23,6
1,0,2,24,3
1,0,2,25,4
1,0,2,26,4
1,0,2,27,4
1,0,2,28,5
1,0,2,29,4
1,0,2,30,5
1,0,2,31,3
1,0,3,0,3
1,0,3,1,5
1,0,3,2,5
1,0,3,3,6
1,0,3,4,5
1,0,3,5,8
1,0,3,6,7
1,0,3,7,6
1,0,3,8,5
1,0,3,9,4
1,0,3,10,5
1,0,3,11,9
1,0,3,12,6
1,0,3,13,3
1,0,3,14,5
1,0,3,15,4
1,0,3,16,6
1,0,3,17,7
1,0,3,18,5
1,0,3,19,5
1,0,3,20,8
1,0,3,21,8
1,0,3,22,6
1,0,3,23,7
1,0,3,24,5
1,0,3,25,9
1,0,3,26,6
1,0,3,27,5
1,0,3,28,6
1,0,3,29,6
1,0,3,30,5
1,0,3,31,5
1,0,4,0,7
1,0,4,1,6
1,0,4,2,4
1,0,4,3,6
1,0,4,4,8
1,0,4,5,5
1,0,4,6,6
1,0,4,7,5
1,0,4,8,5
1,0,4,9,6
1,0,4,10,6
1,0,4,11,8
1,0,4,12,6
1,0,4,13,7
1,0,4,14,7
1,0,4,15,7
1,0,4,16,6
1,0,4,17,6
1,0,4,18,7
1,0,4,19,4
1,0,4,20,3
1,0,4,21,5
1,0,4,22,5
1,0,4,23,6
1,0,4,24,2
1,0,4,25,4
1,0,4,26,6
1,0,4,27,8
1,0,4,28,7
1,0,4,29,9
1,0,4,30,6
1,0,4,31,4
1,0,5,0,9
1,0,5,1,6
1,0,5,2,3
1,0,5,3,5
1,0,5,4,8
1,0,5,5,9
1,0,5,6,7
1,0,5,7,8
1,0,5,8,5
1,0,5,9,4
1,0,5,10,5
1,0,5,11,6
1,0,5,12,6
1,0,5,13,9
1,0,5,14,8
1,0,5,15,7
1,0,5,16,6
1,0,5,17,4
1,0,5,18,5
1,0,5,19,2
1,0,5,20,3
1,0,5,21,6
1,0,5,22,9
1,0,5,23,8
1,0,5,24,6
1,0,5,25,7
1,0,5,26,5
1,0,5,27,4
1,0,5,28,6
1,0,5,29,5
1,0,5,30,8
1,0,5,31,7
1,0,6,0,11
1,0,6,1,6
1,0,6,2,6
1,0,6,3,5
1,0,6,4,5
1,0,6,5,3
1,0,6,6,6
1,0,6,7,5
1,0,6,8,7
1,0,6,9,9
1,0,6,10,7
1,0,6,11,5
1,0,6,12,2
1,0,6,13,5
1,0,6,14,3
1,0,6,15,5
1,0,6,16,6
1,0,6,17,8
1,0,6,18,6
1,0,6,19,6
1,0,6,20,4
1,0,6,21,6
1,0,6,22,10
1,0,6,23,10
1,0,6,24,9
1,0,6,25,10
1,0,6,26,6
1,0,6,27,5
1,0,6,28,6
1,0,6,29,5
1,0,6,30,5
1,0,6,31,7
1,0,7,0,8
1,0,7,1,8
1,0,7,2,6
1,0,7,3,6
1,0,7,4,5
1,0,7,5,4
1,0,7,6,4
1,0,7,7,7
1,0,7,8,7
1,0,7,9,6
1,0,7,10,3
1,0,7,11,4
1,0,7,12,3
1,0,7,13,4
1,0,7,14,4
1,0,7,15,4
1,0,7,16,5
1,0,7,17,6
1,0,7,18,5
1,0,7,19,7
1,0,7,20,7
1,0,7,21,8
1,0,7,22,5
1,0,7,23,6
1,0,7,24,8
1,0,7,25,8
1,0,7,26,9
1,0,7,27,6
1,0,7,28,6
1,0,7,29,7
1,0,7,30,8
1,0,7,31,6
2,0,0,0,6
2,0,0,1,6
2,0,0,2,6
2,0,0,3,5
2,0,0,4,8
2,0,0,5,7
2,0,0,6,6
2,0,0,7,5
2,0,0,8,8
2,0,0,9,7
2,0,0,10,5
2,0,0,11,4
2,0,0,12,5
2,0,0,13,7
2,0,0,14,8
2,0,0,15,6
2,0,0,16,4
2,0,0,17,6
2,0,0,18,8
2,0,0,19,4
2,0,0,20,4
2,0,0,21,4
2,0,0,22,3
2,0,0,23,5
2,0,0,24,8
2,0,0,25,5
2,0,0,26,6
2,0,0,27,8
2,0,0,28,5
2,0,0,29,4
2,0,0,30,3
2,0,0,31,7
2,0,1,0,9
2,0,1,1,8
2,0,1,2,7
2,0,1,3,6
2,0,1,4,5
2,0,1,5,7
2,0,1,6,4
2,0,1,7,5
2,0,1,8,5
2,0,1,9,3
2,0,1,10,3
2,0,1,11,3
2,0,1,12,5
2,0,1,13,3
2,0,1,14,5
2,0,1,15,6
2,0,1,16,6
2,0,1,17,6
2,0,1,18,6
2,0,1,19,6
2,0,1,20,7
2,0,1,21,7
2,0,1,22,5
2,0,1,23,5
2,0,1,24,3
2,0,1,25,5
2,0,1,26,6
2,0,1,27,7
2,0,1,28,6
2,0,1,29,6
2,0,1,30,6
2,0,1,31,8
2,0,2,0,6
2,0,2,1,6
2,0,2,2,7
2,0,2,3,5
2,0,2,4,5
2,0,2,5,3
2,0,2,6,5
2,0,2,7,5
2,0,2,8,2
2,0,2,9,4
2,0,2,10,7
2,0,2,11,7
2,0,2,12,8
2,0,2,13,6
2,0,2,14,8
2,0,2,15,8
2,0,2,16,8
2,0,2,17,6
2,0,2,18,4
2,0,2,19,5
2,0,2,20,8
2,0,2,21,7
2,0,2,22,6
2,0,2,23,6
2,0,2,24,6
2,0,2,25,6
2,0,2,26,5
2,0,2,27,5
2,0,2,28,8
2,0,2,29,7
2,0,2,30,8
2,0,2,31,6
2,0,3,0,8
2,0,3,1,5
2,0,3,2,6
2,0,3,3,6
2,0,3,4,4
2,0,3,5,4
2,0,3,6,7
2,0,3,7,7
2,0,3,8,8
2,0,3,9,4
2,0,3,10,5
2,0,3,11,6
2,0,3,12,8
2,0,3,13,8
2,0,3,14,8
2,0,3,15,6
2,0,3,16,6
2,0,3,17,4
2,0,3,18,6
2,0,3,19,5
2,0,3,20,8
2,0,3,21,6
2,0,3,22,5
2,0,3,23,6
2,0,3,24,8
2,0,3,25,9
2,0,3,26,7
2,0,3,27,2
2,0,3,28,3
2,0,3,29,3
2,0,3,30,4
2,0,3,31,7
2,0,4,0,4
2,0,4,1,5
2,0,4,2,6
2,0,4,3,6
2,0,4,4,6
2,0,4,5,7
2,0,4,6,7
2,0,4,7,6
2,0,4,8,5
2,0,4,9,6
2,0,4,10,9
2,0,4,11,7
2,0,4,12,6
2,0,4,13,7
2,0,4,14,7
2,0,4,15,8
2,0,4,16,6
2,0,4,17,6
2,0,4,18,7
2,0,4,19,5
2,0,4,20,3
2,0,4,21,4
2,0,4,22,6
2,0,4,23,4
2,0,4,24,5
2,0,4,25,6
2,0,4,26,5
2,0,4,27,5
2,0,4,28,5
2,0,4,29,6
2,0,4,30,7
2,0,4,31,5
2,0,5,0,4
2,0,5,1,6
2,0,5,2,7
2,0,5,3,6
2,0,5,4,6
2,0,5,5,6
2,0,5,6,5
2,0,5,7,4
2,0,5,8,6
2,0,5,9,8
2,0,5,10,6
2,0,5,11,2
2,0,5,12,6
2,0,5,13,6
2,0,5,14,5
2,0,5,15,9
2,0,5,16,6
2,0,5,17,7
2,0,5,18,6
2,0,5,19,6
2,0,5,20,4
2,0,5,21,6
2,0,5,22,5
2,0,5,23,6
2,0,5,24,3
2,0,5,25,3
2,0,5,26,3
2,0,5,27,2
2,0,5,28,8
2,0,5,29,10
2,0,5,30,12
2,0,5,31,7
2,0,6,0,5
2,0,6,1,8
2,0,6,2,5
2,0,6,3,5
2,0,6,4,7
2,0,6,5,4
2,0,6,6,5
2,0,6,7,3
2,0,6,8,6
2,0,6,9,6
2,0,6,10,5
2,0,6,11,8
2,0,6,12,6
2,0,6,13,7
2,0,6,14,5
2,0,6,15,6
2,0,6,16,6
2,0,6,17,4
2,0,6,18,7
2,0,6,19,6
2,0,6,20,4
2,0,6,21,5
2,0,6,22,5
2,0,6,23,5
2,0,6,24,4
2,0,6,25,6
2,0,6,26,5
2,0,6,27,7
2,0,6,28,7
2,0,6,29,7
2,0,6,30,7
2,0,6,31,5
2,0,7,0,4
2,0,7,1,4
2,0,7,2,7
2,0,7,3,5
2,0,7,4,5
2,0,7,5,4
2,0,7,6,8
2,0,7,7,8
2,0,7,8,6
2,0,7,9,6
2,0,7,10,6
2,0,7,11,6
2,0,7,12,6
2,0,7,13,4
2,0,7,14,8
2,0,7,15,8
2,0,7,16,7
2,0,7,17,6
2,0,7,18,5
2,0,7,19,5
2,0,7,20,4
2,0,7,21,5
2,0,7,22,9
2,0,7,23,7
2,0,7,24,6
2,0,7,25,7
2,0,7,26,8
2,0,7,27,6
2,0,7,28,4
2,0,7,29,3
2,0,7,30,4
2,0,7,31,5
3,0,0,0,9
3,0,0,1,9
3,0,0,2,6
3,0,0,3,4
3,0,0,4,6
3,0,0,5,7
3,0,0,6,7
3,0,0,7,8
3,0,0,8,7
3,0,0,9,6
3,0,0,10,6
3,0,0,11,6
3,0,0,12,3
3,0,0,13,7
3,0,0,14,4
3,0,0,15,5
3,0,0,16,6
3,0,0,17,5
3,0,0,18,4
3,0,0,19,6
3,0,0,20,5
3,0,0,21,5
3,0,0,22,6
3,0,0,23,6
3,0,0,24,6
3,0,0,25,6
3,0,0,26,6
3,0,0,27,7
3,0,0,28,4
3,0,0,29,5
3,0,0,30,6
3,0,0,31,7
3,0,1,0,6
3,0,1,1,7
3,0,1,2,3
3,0,1,3,4
3,0,1,4,8
3,0,1,5,8
3,0,1,6,9
3,0,1,7,9
3,0,1,8,9
3,0,1,9,7
3,0,1,10,7
3,0,1,11,6
3,0,1,12,7
3,0,1,13,4
3,0,1,14,6
3,0,1,15,7
3,0,1,16,5
3,0,1,17,6
3,0,1,18,1
3,0,1,19,5
3,0,1,20,6
3,0,1,21,5
3,0,1,22,5
3,0,1,23,5
3,0,1,24,2
3,0,1,25,6
3,0,1,26,5
3,0,1,27,3
3,0,1,28,7
3,0,1,29,8
3,0,1,30,4
3,0,1,31,2
3,0,2,0,5
3,0,2,1,5
3,0,2,2,4
3,0,2,3,7
3,0,2,4,5
3,0,2,5,6
3,0,2,6,5
3,0,2,7,8
3,0,2,8,11
3,0,2,9,10
3,0,2,10,8
3,0,2,11,7
3,0,2,12,5
3,0,2,13,3
3,0,2,14,5
3,0,2,15,6
3,0,2,16,4
3,0,2,17,5
3,0,2,18,4
3,0,2,19,5
3,0,2,20,6
3,0,2,21,8
3,0,2,22,6
3,0,2,23,6
3,0,2,24,6
3,0,2,25,3
3,0,2,26,3
3,0,2,27,4
3,0,2,28,7
3,0,2,29,8
3,0,2,30,6
3,0,2,31,5
3,0,3,0,6
3,0,3,1,5
3,0,3,2,5
3,0,3,3,4
3,0,3,4,5
3,0,3,5,5
3,0,3,6,5
3,0,3,7,6
3,0,3,8,3
3,0,3,9,2
3,0,3,10,4
3,0,3,11,7
3,0,3,12,7
3,0,3,13,7
3,0,3,14,8
3,0,3,15,6
3,0,3,16,7
3,0,3,17,5
3,0,3,18,7
3,0,3,19,7
3,0,3,20,7
3,0,3,21,7
3,0,3,22,7
3,0,3,23,7
3,0,3,24,10
3,0,3,25,8
3,0,3,26,6
3,0,3,27,7
3,0,3,28,5
3,0,3,29,5
3,0,3,30,5
3,0,3,31,5
3,0,4,0,6
3,0,4,1,7
3,0,4,2,6
3,0,4,3,7
3,0,4,4,7
3,0,4,5,6
3,0,4,6,8
3,0,4,7,9
3,0,4,8,9
3,0,4,9,7
3,0,4,10,4
3,0,4,11,5
3,0,4,12,6
3,0,4,13,8
3,0,4,14,4
3,0,4,15,3
3,0,4,16,6
3,0,4,17,10
3,0,4,18,10
3,0,4,19,6
3,0,4,20,6
3,0,4,21,6
3,0,4,22,2
3,0,4,23,3
3,0,4,24,3
3,0,4,25,3
3,0,4,26,6
3,0,4,27,7
3,0,4,28,7
3,0,4,29,6
3,0,4,30,7
3,0,4,31,5
3,0,5,0,6
3,0,5,1,6
3,0,5,2,4
3,0,5,3,4
3,0,5,4,4
3,0,5,5,3
3,0,5,6,5
3,0,5,7,6
3,0,5,8,6
3,0,5,9,5
3,0,5,10,2
3,0,5,11,6
3,0,5,12,7
3,0,5,13,7
3,0,5,14,6
3,0,5,15,6
3,0,5,16,6
3,0,5,17,6
3,0,5,18,6
3,0,5,19,6
3,0,5,20,7
3,0,5,21,7
3,0,5,22,7
3,0,5,23,8
3,0,5,24,5
3,0,5,25,6
3,0,5,26,4
3,0,5,27,2
3,0,5,28,6
3,0,5,29,7
3,0,5,30,5
3,0,5,31,5
3,0,6,0,5
3,0,6,1,7
3,0,6,2,7
3,0,6,3,7
3,0,6,4,7
3,0,6,5,5
3,0,6,6,5
3,0,6,7,6
3,0,6,8,6
3,0,6,9,5
3,0,6,10,6
3,0,6,11,5
3,0,6,12,5
3,0,6,13,5
3,0,6,14,5
3,0,6,15,6
3,0,6,16,5
3,0,6,17,4
3,0,6,18,5
3,0,6,19,5
3,0,6,20,6
3,0,6,21,6
3,0,6,22,5
3,0,6,23,6
3,0,6,24,5
3,0,6,25,4
3,0,6,26,5
3,0,6,27,8
3,0,6,28,7
3,0,6,29,7
3,0,6,30,6
3,0,6,31,6
3,0,7,0,5
3,0,7,1,4
3,0,7,2,4
3,0,7,3,4
3,0,7,4,5
3,0,7,5,6
3,0,7,6,7
3,0,7,7,7
3,0,7,8,6
3,0,7,9,6
3,0,7,10,8
3,0,7,11,10
3,0,7,12,12
3,0,7,13,9
3,0,7,14,7
3,0,7,15,7
3,0,7,16,6
3,0,7,17,7
3,0,7,18,9
3,0,7,19,8
3,0,7,20,8
3,0,7,21,4
3,0,7,22,3
3,0,7,23,5
3,0,7,24,5
3,0,7,25,4
3,0,7,26,3
3,0,7,27,3
3,0,7,28,2
3,0,7,29,3
3,0,7,30,3
3,0,7,31,4
4,0,0,0,7
4,0,0,1,3
4,0,0,2,5
4,0,0,3,6
4,0,0,4,7
4,0,0,5,6
4,0,0,6,4
4,0,0,7,6
4,0,0,8,6
4,0,0,9,4
4,0,0,10,6
4,0,0,11,7
4,0,0,12,7
4,0,0,13,6
4,0,0,14,6
4,0,0,15,6
4,0,0,16,5
4,0,0,17,5
4,0,0,18,6
4,0,0,19,5
4,0,0,20,5
4,0,0,21,5
4,0,0,22,4
4,0,0,23,4
4,0,0,24,6
4,0,0,25,6
4,0,0,26,5
4,0,0,27,5
4,0,0,28,6
4,0,0,29,5
4,0,0,30,6
4,0,0,31,6
4,0,1,0,5
4,0,1,1,5
4,0,1,2,3
4,0,1,3,1
4,0,1,4,4
4,0,1,5,5
4,0,1,6,6
4,0,1,7,9
4,0,1,8,10
4,0,1,9,9
4,0,1,10,8
4,0,1,11,8
4,0,1,12,11
4,0,1,13,13
4,0,1,14,12
4,0,1,15,10
4,0,1,16,6
4,0,1,17,6
4,0,1,18,7
4,0,1,19,6
4,0,1,20,4
4,0,1,21,4
4,0,1,22,2
4,0,1,23,2
4,0,1,24,3
4,0,1,25,4
4,0,1,26,4
4,0,1,27,5
4,0,1,28,3
4,0,1,29,3
4,0,1,30,2
4,0,1,31,4
4,0,2,0,6
4,0,2,1,6
4,0,2,2,5
4,0,2,3,6
4,0,2,4,6
4,0,2,5,4
4,0,2,6,5
4,0,2,7,6
4,0,2,8,5
4,0,2,9,5
4,0,2,10,8
4,0,2,11,8
4,0,2,12,7
4,0,2,13,7
4,0,2,14,7
4,0,2,15,5
4,0,2,16,6
4,0,2,17,5
4,0,2,18,6
4,0,2,19,9
4,0,2,20,9
4,0,2,21,5
4,0,2,22,7
4,0,2,23,5
4,0,2,24,6
4,0,2,25,5
4,0,2,26,4
4,0,2,27,6
4,0,2,28,8
4,0,2,29,7
4,0,2,30,5
4,0,2,31,3
4,0,3,0,3
4,0,3,1,5
4,0,3,2,5
4,0,3,3,5
4,0,3,4,6
4,0,3,5,7
4,0,3,6,6
4,0,3,7,6
4,0,3,8,6
4,0,3,9,6
4,0,3,10,7
4,0,3,11,6
4,0,3,12,7
4,0,3,13,6
4,0,3,14,7
4,0,3,15,5
4,0,3,16,5
4,0,3,17,7
4,0,3,18,5
4,0,3,19,5
4,0,3,20,4
4,0,3,21,6
4,0,3,22,8
4,0,3,23,5
4,0,3,24,6
4,0,3,25,7
4,0,3,26,6
4,0,3,27,4
4,0,3,28,5
4,0,3,29,7
4,0,3,30,8
4,0,3,31,9
4,0,4,0,4
4,0,4,1,5
4,0,4,2,6
4,0,4,3,6
4,0,4,4,6
4,0,4,5,6
4,0,4,6,7
4,0,4,7,7
4,0,4,8,9
4,0,4,9,7
4,0,4,10,8
4,0,4,11,9
4,0,4,12,8
4,0,4,13,9
4,0,4,14,8
4,0,4,15,6
4,0,4,16,6
4,0,4,17,5
4,0,4,18,4
4,0,4,19,4
4,0,4,20,3
4,0,4,21,6
4,0,4,22,5
4,0,4,23,7
4,0,4,24,6
4,0,4,25,3
4,0,4,26,3
4,0,4,27,5
4,0,4,28,5
4,0,4,29,7
4,0,4,30,5
4,0,4,31,3
4,0,5,0,5
4,0,5,1,5
4,0,5,2,5
4,0,5,3,5
4,0,5,4,5
4,0,5,5,4
4,0,5,6,6
4,0,5,7,5
4,0,5,8,4
4,0,5,9,3
4,0,5,10,5
4,0,5,11,6
4,0,5,12,7
4,0,5,13,7
4,0,5,14,6
4,0,5,15,6
4,0,5,16,8
4,0,5,17,6
4,0,5,18,8
4,0,5,19,8
4,0,5,20,6
4,0,5,21,7
4,0,5,22,7
4,0,5,23,5
4,0,5,24,7
4,0,5,25,6
4,0,5,26,7
4,0,5,27,5
4,0,5,28,6
4,0,5,29,6
4,0,5,30,6
4,0,5,31,5
4,0,6,0,7
4,0,6,1,7
4,0,6,2,6
4,0,6,3,3
4,0,6,4,5
4,0,6,5,6
4,0,6,6,7
4,0,6,7,7
4,0,6,8,9
4,0,6,9,5
4,0,6,10,4
4,0,6,11,6
4,0,6,12,7
4,0,6,13,7
4,0,6,14,7
4,0,6,15,7
4,0,6,16,7
4,0,6,17,7
4,0,6,18,5
4,0,6,19,6
4,0,6,20,5
4,0,6,21,5
4,0,6,22,5
4,0,6,23,6
4,0,6,24,4
4,0,6,25,4
4,0,6,26,4
4,0,6,27,4
4,0,6,28,5
4,0,6,29,8
4,0,6,30,8
4,0,6,31,6
4,0,7,0,7
4,0,7,1,6
4,0,7,2,6
4,0,7,3,5
4,0,7,4,3
4,0,7,5,5
4,0,7,6,8
4,0,7,7,7
4,0,7,8,6
4,0,7,9,5
4,0,7,10,9
4,0,7,11,8
4,0,7,12,6
4,0,7,13,5
4,0,7,14,6
4,0,7,15,5
4,0,7,16,4
4,0,7,17,5
4,0,7,18,7
4,0,7,19,6
4,0,7,20,7
4,0,7,21,6
4,0,7,22,3
4,0,7,23,4
4,0,7,24,4
4,0,7,25,5
4,0,7,26,6
4,0,7,27,7
4,0,7,28,7
4,0,7,29,6
4,0,7,30,6
4,0,7,31,6
5,0,0,0,6
5,0,0,1,6
5,0,0,2,5
5,0,0,3,5
5,0,0,4,5
5,0,0,5,5
5,0,0,6,7
5,0,0,7,5
5,0,0,8,6
5,0,0,9,8
5,0,0,10,7
5,0,0,11,7
5,0,0,12,8
5,0,0,13,9
5,0,0,14,8
5,0,0,15,7
5,0,0,16,8
5,0,0,17,8
5,0,0,18,9
5,0,0,19,7
5,0,0,20,6
5,0,0,21,6
5,0,0,22,6
5,0,0,23,6
5,0,0,24,4
5,0,0,25,5
5,0,0,26,3
5,0,0,27,3
5,0,0,28,3
5,0,0,29,3
5,0,0,30,3
5,0,0,31,4
5,0,1,0,3
5,0,1,1,3
5,0,1,2,3
5,0,1,3,3
5,0,1,4,4
5,0,1,5,4
5,0,1,6,6
5,0,1,7,7
5,0,1,8,8
5,0,1,9,8
5,0,1,10,8
5,0,1,11,10
5,0,1,12,8
5,0,1,13,8
5,0,1,14,8
5,0,1,15,7
5,0,1,16,7
5,0,1,17,6
5,0,1,18,8
5,0,1,19,9
5,0,1,20,6
5,0,1,21,8
5,0,1,22,7
5,0,1,23,7
5,0,1,24,5
5,0,1,25,6
5,0,1,26,6
5,0,1,27,5
5,0,1,28,2
5,0,1,29,3
5,0,1,30,4
5,0,1,31,4
5,0,2,0,7
5,0,2,1,4
5,0,2,2,9
5,0,2,3,8
5,0,2,4,5
5,0,2,5,6
5,0,2,6,6
5,0,2,7,7
5,0,2,8,6
5,0,2,9,3
5,0,2,10,5
5,0,2,11,6
5,0,2,12,1
5,0,2,13,5
5,0,2,14,6
5,0,2,15,2
5,0,2,16,4
5,0,2,17,6
5,0,2,18,6
5,0,2,19,7
5,0,2,20,7
5,0,2,21,8
5,0,2,22,7
5,0,2,23,9
5,0,2,24,7
5,0,2,25,7
5,0,2,26,6
5,0,2,27,7
5,0,2,28,5
5,0,2,29,7
5,0,2,30,6
5,0,2,31,6
5,0,3,0,7
5,0,3,1,6
5,0,3,2,6
5,0,3,3,5
5,0,3,4,5
5,0,3,5,8
5,0,3,6,7
5,0,3,7,6
5,0,3,8,3
5,0,3,9,7
5,0,3,10,6
5,0,3,11,7
5,0,3,12,7
5,0,3,13,3
5,0,3,14,4
5,0,3,15,7
5,0,3,16,8
5,0,3,17,7
