plane_index,reads_count
1089,0
1090,0
1091,0
1092,1
1093,1
1094,1
1095,0
1096,1
1097,1
1098,1
1099,0
1100,0
1101,0
1102,0
1103,1
1104,1
1105,0
1106,1
1107,1
1108,1
1109,0
1110,1
1111,2
1112,3
1113,2
1114,2
1115,5
1116,2
1117,2
1118,0
1119,0
1120,3
1121,3
1122,1
1123,0
1124,1
1125,0
1126,2
1127,2
1128,0
1129,0
1130,0
1131,1
1132,1
1133,1
1134,2
1135,0
1136,0
1137,1
1138,1
1139,0
1140,0
1141,0
1142,0
1143,0
1144,1
1145,1
1146,2
1147,2
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,0
1155,0
1156,0
1157,0
1158,2
1159,1
1160,1
1161,1
1162,0
1163,0
1164,0
1165,0
1166,0
1167,1
1168,2
1169,2
1170,2
1171,1
1172,2
1173,1
1174,1
1175,0
1176,1
1177,1
1178,2
1179,2
1180,1
1181,1
1182,0
1183,1
1184,0
1185,0
1186,1
1187,2
1188,1
1189,1
1190,3
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,2
1198,1
1199,1
1200,0
1201,0
1202,1
1203,1
1204,0
1205,0
1206,0
1207,1
1208,1
1209,1
1210,2
1211,1
1212,1
1213,1
1214,0
1215,0
1216,2
1217,2
1218,0
1219,1
1220,2
1221,0
1222,2
1223,0
1224,2
1225,0
1226,1
1227,0
1228,0
1229,0
1230,0
1231,0
1232,1
1233,1
1234,1
1235,1
1236,2
1237,2
1238,1
1239,1
1240,1
1241,0
1242,0
1243,2
1244,1
1245,1
1246,1
1247,0
1248,1
1249,1
1250,2
1251,1
1252,0
1253,2
1254,1
1255,1
1256,2
1257,2
1258,0
1259,0
1260,1
1261,1
1262,0
1263,0
1264,0
1265,0
1266,1
1267,0
1268,2
1269,2
1270,2
1271,1
1272,0
1273,0
1274,1
1275,1
1276,1
1277,3
1278,2
1279,1
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,1
1290,0
1291,0
1292,1
1293,2
1294,2
1295,2
1296,3
1297,2
1298,2
1299,0
1300,0
1301,1
1302,2
1303,2
1304,2
1305,1
1306,0
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,0
1314,0
1315,1
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,1
1323,0
1324,0
1325,1
1326,1
1327,2
1328,1
1329,2
1330,3
1331,1
1332,3
1333,3
1334,4
1335,1
1336,1
1337,0
1338,0
1339,0
1340,1
1341,1
1342,0
1343,0
1344,0
1345,0
1346,0
1347,1
1348,0
1349,2
1350,1
1351,2
1352,1
1353,1
1354,0
1355,2
1356,1
1357,1
1358,1
1359,1
1360,1
1361,2
1362,3
1363,1
1364,1
1365,0
1366,1
1367,2
1368,1
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,1
1376,1
1377,2
1378,1
1379,1
1380,0
1381,1
1382,0
1383,1
1384,2
1385,1
1386,0
1387,0
1388,0
1389,1
1390,1
1391,1
1392,1
1393,0
1394,0
1395,0
1396,2
1397,3
1398,3
1399,2
1400,1
1401,1
1402,0
1403,0
1404,1
1405,0
1406,1
1407,1
1408,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,1
1417,2
1418,1
1419,1
1420,2
1421,2
1422,0
1423,0
1424,0
1425,1
1426,1
1427,1
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,1
1435,1
1436,1
1437,2
1438,0
1439,1
1440,1
1441,1
1442,1
1443,1
1444,0
1445,0
1446,1
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,2
1461,2
1462,2
1463,1
1464,1
1465,1
1466,1
1467,1
1468,2
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,0
1476,0
1477,0
1478,0
1479,1
1480,1
1481,1
1482,1
1483,0
1484,0
1485,0
1486,0
1487,1
1488,1
1489,0
1490,1
1491,2
1492,2
1493,2
1494,2
1495,2
1496,1
1497,2
1498,2
1499,1
1500,1
1501,2
1502,1
1503,1
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,1
1511,1
1512,1
1513,1
1514,2
1515,1
1516,1
1517,1
1518,1
1519,1
1520,2
1521,1
1522,1
1523,0
1524,1
1525,0
1526,0
1527,3
1528,2
1529,0
1530,1
1531,1
1532,2
1533,1
1534,1
1535,0
1536,1
1537,1
1538,0
1539,0
1540,0
1541,0
1542,1
1543,0
1544,0
1545,2
1546,2
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,0
1554,0
1555,0
1556,1
1557,1
1558,1
1559,1
1560,2
1561,2
1562,3
1563,1
1564,1
1565,1
1566,0
1567,1
1568,0
1569,1
1570,1
1571,1
1572,0
1573,0
1574,0
1575,0
1576,1
1577,1
1578,1
1579,1
1580,0
1581,1
1582,2
1583,1
1584,1
1585,1
1586,3
1587,2
1588,3
1589,2
1590,2
1591,1
1592,2
1593,1
1594,1
1595,1
1596,1
1597,0
1598,0
1599,0
1600,2
1601,2
1602,1
1603,1
1604,1
1605,1
1606,1
1607,0
1608,0
1609,0
1610,1
1611,2
1612,0
1613,0
1614,0
1615,1
1616,1
1617,1
1618,1
1619,2
1620,1
1621,1
1622,1
1623,1
1624,1
1625,2
1626,1
1627,1
1628,1
1629,1
1630,1
1631,2
1632,2
1633,1
1634,0
1635,1
1636,0
1637,1
1638,1
1639,0
1640,0
1641,2
1642,1
1643,1
1644,1
1645,1
1646,1
1647,2
1648,1
1649,1
1650,1
1651,0
1652,0
1653,0
1654,0
1655,1
1656,1
1657,0
1658,2
1659,1
1660,1
1661,1
1662,1
1663,2
1664,0
1665,0
1666,0
1667,1
1668,1
1669,1
1670,1
1671,1
1672,2
1673,2
1674,2
1675,1
1676,1
1677,1
1678,1
1679,1
1680,0
1681,1
1682,0
1683,1
1684,1
1685,2
1686,2
1687,0
1688,1
1689,1
1690,1
1691,1
1692,0
1693,0
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,1
1708,1
1709,1
1710,1
1711,1
1712,0
1713,1
1714,1
1715,1
1716,1
1717,1
1718,1
1719,2
1720,2
1721,1
1722,1
1723,1
1724,2
1725,1
1726,1
1727,1
1728,2
1729,0
1730,1
1731,0
1732,1
1733,3
1734,2
1735,0
1736,1
1737,1
1738,1
1739,1
1740,1
1741,1
1742,1
1743,2
1744,1
1745,1
1746,1
1747,0
1748,1
1749,1
1750,1
1751,1
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,1
1759,1
1760,0
1761,0
1762,1
1763,1
1764,0
1765,0
1766,1
1767,0
1768,1
1769,2
1770,2
1771,1
1772,1
1773,3
1774,3
1775,4
1776,3
1777,2
1778,0
1779,0
1780,0
1781,1
1782,0
1783,0
1784,0
1785,1
1786,1
1787,1
1788,0
1789,0
1790,0
1791,0
1792,1
1793,0
1794,0
1795,0
1796,1
1797,2
1798,1
1799,1
1800,2
1801,1
1802,0
1803,0
1804,1
1805,2
1806,1
1807,3
1808,1
1809,0
1810,0
1811,1
1812,4
1813,2
1814,1
1815,0
1816,0
1817,0
1818,1
1819,0
1820,1
1821,0
1822,0
1823,0
1824,1
1825,1
1826,0
1827,0
1828,0
1829,1
1830,4
1831,3
1832,2
1833,1
1834,1
1835,1
1836,1
1837,2
1838,3
1839,3
1840,2
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,2
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,1
1857,0
1858,0
1859,0
1860,0
1861,1
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,2
1869,3
1870,1
1871,1
1872,1
1873,2
1874,2
1875,1
1876,1
1877,0
1878,1
1879,2
1880,2
1881,2
1882,0
1883,0
1884,1
1885,1
1886,0
1887,1
1888,1
1889,1
1890,1
1891,1
1892,1
1893,1
1894,2
1895,1
1896,1
1897,2
1898,2
1899,1
1900,0
1901,0
1902,1
1903,1
1904,1
1905,1
1906,2
1907,1
1908,1
1909,0
1910,0
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,0
1918,0
1919,0
1920,0
1921,2
1922,1
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,1
1937,1
1938,1
1939,3
1940,0
1941,1
1942,1
1943,2
1944,2
1945,2
1946,3
1947,4
1948,4
1949,1
1950,0
1951,0
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,1
1959,2
1960,2
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,1
1969,1
1970,0
1971,2
1972,1
1973,1
1974,1
1975,1
1976,0
1977,0
1978,0
1979,2
1980,2
1981,1
1982,0
1983,0
1984,2
1985,1
1986,2
1987,3
1988,1
1989,0
1990,0
1991,0
1992,2
1993,2
1994,1
1995,0
1996,0
1997,0
1998,1
1999,1
2000,0
2001,1
2002,0
2003,0
2004,0
2005,0
2006,1
2007,0
2008,0
2009,1
2010,2
2011,0
2012,0
2013,2
2014,1
2015,1
2016,2
2017,1
2018,1
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,1
2029,1
2030,1
2031,0
2032,1
2033,2
2034,1
2035,2
2036,3
2037,3
2038,2
2039,2
2040,4
2041,2
2042,0
2043,0
2044,0
2045,1
2046,1
2047,1
2048,2
2049,1
2050,0
2051,0
2052,1
2053,1
2054,1
2055,1
2056,1
2057,1
2058,0
2059,0
2060,1
2061,1
2062,1
2063,1
2064,0
2065,0
2066,2
2067,2
2068,2
2069,1
2070,1
2071,1
2072,1
2073,2
2074,2
2075,1
2076,1
2077,2
2078,1
2079,1
2080,3
2081,2
2082,1
2083,1
2084,1
2085,3
2086,2
2087,1
2088,1
2089,1
2090,1
2091,1
2092,0
2093,0
2094,0
2095,1
2096,1
2097,1
2098,1
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,1
2106,2
2107,1
2108,1
2109,1
2110,2
2111,1
2112,0
2113,2
2114,1
2115,0
2116,0
2117,1
2118,1
2119,2
2120,2
2121,2
2122,2
2123,3
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,1
2132,1
2133,0
2134,2
2135,1
2136,0
2137,1
2138,1
2139,1
2140,1
2141,1
2142,1
2143,0
2144,1
2145,3
2146,3
2147,2
2148,0
2149,1
2150,1
2151,1
2152,1
2153,1
2154,0
2155,0
2156,0
2157,0
2158,0
2159,1
2160,0
2161,1
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0
2168,1
2169,1
2170,1
2171,0
2172,2
2173,2
2174,2
2175,1
2176,1
2177,2
2178,1
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,1
2186,0
2187,1
2188,1
2189,1
2190,1
2191,1
2192,1
2193,2
2194,1
2195,1
2196,1
2197,2
2198,2
2199,2
2200,2
2201,1
2202,1
2203,0
2204,0
2205,0
2206,0
2207,1
2208,0
2209,0
2210,0
2211,0
2212,1
2213,1
2214,2
2215,3
2216,2
2217,2
2218,1
2219,1
2220,1
2221,2
2222,3
2223,1
2224,1
2225,2
2226,1
2227,1
2228,1
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,1
2236,1
2237,1
2238,0
2239,0
2240,1
2241,2
2242,1
2243,2
2244,1
2245,1
2246,1
2247,1
2248,1
2249,1
2250,1
2251,1
2252,1
2253,1
2254,0
2255,2
2256,1
2257,0
2258,0
2259,0
2260,1
2261,1
2262,1
2263,0
2264,0
2265,1
2266,1
2267,2
2268,2
2269,1
2270,0
2271,1
2272,0
2273,0
2274,0
2275,0
2276,1
2277,1
2278,1
2279,1
2280,1
2281,2
2282,2
2283,1
2284,1
2285,2
2286,1
2287,1
2288,1
2289,1
2290,0
2291,1
2292,1
2293,1
2294,1
2295,0
2296,0
2297,0
2298,0
2299,1
2300,3
2301,1
2302,1
2303,0
2304,0
2305,0
2306,1
2307,1
2308,0
2309,1
2310,1
2311,1
2312,0
2313,0
2314,0
2315,0
2316,0
2317,1
2318,1
2319,1
2320,1
2321,1
2322,2
2323,1
2324,2
2325,1
2326,2
2327,3
2328,1
2329,0
2330,2
2331,0
2332,0
2333,0
2334,2
2335,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,1
2343,2
2344,1
2345,1
2346,1
2347,1
2348,1
2349,1
2350,0
2351,2
2352,1
2353,0
2354,2
2355,1
2356,0
2357,0
2358,0
2359,1
2360,1
2361,0
2362,1
2363,1
2364,1
2365,1
2366,1
2367,1
2368,0
2369,1
2370,1
2371,1
2372,1
2373,0
2374,0
2375,0
2376,0
2377,1
2378,1
2379,1
2380,0
2381,3
2382,2
2383,1
2384,1
2385,1
2386,1
2387,0
2388,0
2389,0
2390,1
2391,2
2392,1
2393,1
2394,0
2395,0
2396,3
2397,3
2398,3
2399,1
2400,1
2401,1
2402,1
2403,1
2404,1
2405,0
2406,0
2407,1
2408,1
2409,2
2410,1
2411,2
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,2
2419,1
2420,0
2421,0
2422,1
2423,1
2424,0
2425,0
2426,1
2427,1
2428,1
2429,1
2430,1
2431,1
2432,0
2433,0
2434,0
2435,1
2436,1
2437,0
2438,0
2439,0
2440,0
2441,2
2442,1
2443,1
2444,2
2445,2
2446,3
2447,1
2448,2
2449,2
2450,2
2451,3
2452,3
2453,1
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,0
2461,0
2462,1
2463,0
2464,0
2465,0
2466,1
2467,2
2468,1
2469,1
2470,0
2471,1
2472,1
2473,1
2474,2
2475,2
2476,1
2477,2
2478,1
2479,1
2480,1
2481,0
2482,2
2483,1
2484,1
2485,1
2486,0
2487,2
2488,0
2489,1
2490,1
2491,1
2492,0
2493,0
2494,0
2495,0
2496,1
2497,1
2498,0
2499,0
2500,1
2501,1
2502,0
2503,1
2504,0
2505,1
2506,1
2507,1
2508,2
2509,0
2510,1
2511,0
2512,0
2513,0
2514,0
2515,0
2516,1
2517,3
2518,1
2519,0
2520,2
2521,2
2522,0
2523,2
2524,1
2525,2
2526,1
2527,1
2528,3
2529,4
2530,2
2531,1
2532,0
2533,0
2534,1
2535,1
2536,1
2537,0
2538,0
2539,1
2540,1
2541,1
2542,1
2543,0
2544,1
2545,1
2546,1
2547,1
2548,1
2549,0
2550,0
2551,0
2552,0
2553,1
2554,1
2555,2
2556,1
2557,1
2558,1
2559,1
2560,1
2561,1
2562,1
2563,1
2564,3
2565,2
2566,2
2567,2
2568,0
2569,0
2570,0
2571,0
2572,0
2573,2
2574,1
2575,0
2576,1
2577,0
2578,1
2579,0
2580,0
2581,0
2582,0
2583,1
2584,2
2585,2
2586,1
2587,1
2588,1
2589,0
2590,1
2591,0
2592,0
2593,0
2594,1
2595,0
2596,1
2597,1
2598,1
2599,1
2600,0
2601,1
2602,1
2603,1
2604,0
2605,1
2606,3
2607,2
2608,0
2609,0
2610,2
2611,0
2612,0
2613,2
2614,0
2615,0
2616,0
2617,0
2618,1
2619,2
2620,0
2621,1
2622,2
2623,1
2624,1
2625,1
2626,1
2627,0
2628,1
2629,0
2630,0
2631,1
2632,1
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,1
2640,2
2641,1
2642,3
2643,0
2644,1
2645,0
2646,4
2647,2
2648,1
2649,2
2650,1
2651,0
2652,1
2653,1
2654,1
2655,1
2656,0
2657,2
2658,2
2659,0
2660,0
2661,0
2662,1
2663,3
2664,1
2665,0
2666,1
2667,2
2668,1
2669,2
2670,3
2671,2
2672,1
2673,1
2674,1
2675,0
2676,1
2677,1
2678,0
2679,0
2680,0
2681,0
2682,0
2683,1
2684,1
2685,0
2686,1
2687,0
2688,3
2689,3
2690,1
2691,3
2692,0
2693,0
2694,1
2695,0
2696,0
2697,1
2698,1
2699,1
2700,1
2701,0
2702,0
2703,0
2704,1
2705,0
2706,0
2707,1
2708,1
2709,1
2710,0
2711,0
2712,0
2713,1
2714,1
2715,0
2716,0
2717,2
2718,1
2719,2
2720,1
2721,1
2722,1
2723,0
2724,0
2725,0
2726,1
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,1
2738,1
2739,0
2740,1
2741,0
2742,0
2743,3
2744,1
2745,2
2746,1
2747,2
2748,2
2749,1
2750,3
2751,3
2752,1
2753,1
2754,0
2755,0
2756,0
2757,0
2758,0
2759,1
2760,0
2761,0
2762,0
2763,1
2764,2
2765,1
2766,1
2767,1
2768,1
2769,2
2770,2
2771,1
2772,1
2773,2
2774,1
2775,1
2776,1
2777,0
2778,0
2779,1
2780,1
2781,1
2782,0
2783,1
2784,0
2785,0
2786,1
2787,0
2788,0
2789,1
2790,0
2791,0
2792,1
2793,2
2794,1
2795,2
2796,1
2797,2
2798,3
2799,3
2800,0
2801,0
2802,1
2803,2
2804,1
2805,0
2806,0
2807,1
2808,1
2809,2
2810,1
2811,0
2812,0
2813,1
2814,0
2815,0
2816,0
2817,0
2818,0
2819,1
2820,1
2821,0
2822,0
2823,1
2824,2
2825,2
2826,1
2827,1
2828,2
2829,2
2830,1
2831,3
2832,3
2833,0
2834,1
2835,1
2836,1
2837,1
2838,1
2839,0
2840,0
2841,1
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,1
2849,1
2850,3
2851,1
2852,1
2853,2
2854,2
2855,2
2856,2
2857,0
2858,0
2859,0
2860,0
2861,0
2862,1
2863,1
2864,1
2865,0
2866,0
2867,1
2868,0
2869,0
2870,0
2871,0
2872,0
2873,2
2874,1
2875,1
2876,0
2877,0
2878,0
2879,2
2880,0
2881,2
2882,2
2883,1
2884,0
2885,1
2886,0
2887,0
2888,0
2889,0
2890,1
2891,0
2892,0
2893,1
2894,1
2895,1
2896,2
2897,1
2898,1
2899,0
2900,0
2901,0
2902,0
2903,2
2904,3
2905,2
2906,0
2907,0
2908,1
2909,2
2910,1
2911,0
2912,1
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,1
2922,2
2923,1
2924,1
2925,2
2926,2
2927,1
2928,1
2929,3
2930,3
2931,1
2932,0
2933,1
2934,0
2935,1
2936,1
2937,1
2938,0
2939,1
2940,1
2941,0
2942,0
2943,0
2944,1
2945,2
2946,2
2947,1
2948,3
2949,1
2950,1
2951,1
2952,1
2953,0
2954,0
2955,1
2956,0
2957,1
2958,0
2959,0
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,0
2967,1
2968,1
2969,1
2970,2
2971,1
2972,2
2973,2
2974,0
2975,0
2976,0
2977,3
2978,0
2979,0
2980,0
2981,0
2982,1
2983,0
2984,2
2985,2
2986,1
2987,3
2988,2
2989,1
2990,1
2991,0
2992,0
2993,1
2994,1
